dataset,session_id,model_split,feature_set,transform_method,transform_scope,transform_suffix,tensor_relative_path,source_novice_tensor_relative_path,source_expert_tensor_relative_path,role_order,n_features_per_role,n_features,aligned_len,role_frame_count_diff,novice_target_valid_count,expert_target_valid_count,metadata_json
noxi,029,val_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/029/029.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/029/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/029/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,20566,0,20566,20566,"{""expert"": {""aligned_len"": ""20566"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""2"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""val_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""029"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/029/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""20568"", ""target_nan_count"": ""0"", ""target_valid_count"": ""20566"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""20566"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""2"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""val_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""029"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/029/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""20568"", ""target_nan_count"": ""0"", ""target_valid_count"": ""20566"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,030,train_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/030/030.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/030/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/030/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,16320,0,16320,16320,"{""expert"": {""aligned_len"": ""16320"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""2"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""030"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/030/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""16322"", ""target_nan_count"": ""0"", ""target_valid_count"": ""16320"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""16320"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""2"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""030"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/030/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""16322"", ""target_nan_count"": ""0"", ""target_valid_count"": ""16320"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,031,train_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/031/031.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/031/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/031/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,23888,0,23851,23888,"{""expert"": {""aligned_len"": ""23888"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""1"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""031"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/031/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""23889"", ""target_nan_count"": ""0"", ""target_valid_count"": ""23888"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""23888"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""1"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""031"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/031/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""23889"", ""target_nan_count"": ""37"", ""target_valid_count"": ""23851"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,038,train_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/038/038.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/038/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/038/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,17700,1,17700,17700,"{""expert"": {""aligned_len"": ""17700"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""2"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""038"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/038/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""17702"", ""target_nan_count"": ""0"", ""target_valid_count"": ""17700"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""17701"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""1"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""038"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/038/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""17702"", ""target_nan_count"": ""0"", ""target_valid_count"": ""17701"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,039,val_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/039/039.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/039/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/039/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,13409,0,13409,13409,"{""expert"": {""aligned_len"": ""13409"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""3"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""val_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""039"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/039/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""13412"", ""target_nan_count"": ""0"", ""target_valid_count"": ""13409"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""13409"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""3"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""val_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""039"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/039/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""13412"", ""target_nan_count"": ""0"", ""target_valid_count"": ""13409"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,040,train_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/040/040.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/040/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/040/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,26896,0,26896,26896,"{""expert"": {""aligned_len"": ""26896"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""4"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""040"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/040/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""26900"", ""target_nan_count"": ""0"", ""target_valid_count"": ""26896"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""26896"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""4"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""040"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/040/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""26900"", ""target_nan_count"": ""0"", ""target_valid_count"": ""26896"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,042,train_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/042/042.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/042/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/042/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,18572,0,18572,18572,"{""expert"": {""aligned_len"": ""18572"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""4"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""042"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/042/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""18576"", ""target_nan_count"": ""0"", ""target_valid_count"": ""18572"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""18572"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""4"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""042"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/042/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""18576"", ""target_nan_count"": ""0"", ""target_valid_count"": ""18572"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,043,train_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/043/043.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/043/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/043/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,16000,0,16000,16000,"{""expert"": {""aligned_len"": ""16000"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""5"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""043"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/043/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""16005"", ""target_nan_count"": ""0"", ""target_valid_count"": ""16000"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""16000"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""5"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""043"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/043/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""16005"", ""target_nan_count"": ""0"", ""target_valid_count"": ""16000"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,044,train_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/044/044.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/044/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/044/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,31191,0,31191,31191,"{""expert"": {""aligned_len"": ""31191"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""3"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""044"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/044/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""31194"", ""target_nan_count"": ""0"", ""target_valid_count"": ""31191"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""31191"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""3"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""044"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/044/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""31194"", ""target_nan_count"": ""0"", ""target_valid_count"": ""31191"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
noxi,045,train_internal,audio_egemaps,pca,role_specific,pca8_by_role,processed/dyadic/audio_egemaps_pca8_by_role_dyadic/noxi/045/045.audio_egemaps_pca8_by_role_dyadic.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/045/novice.audio_egemaps.pca8_by_role.npz,processed/transformed/audio_egemaps_pca8_by_role/noxi/045/expert.audio_egemaps.pca8_by_role.npz,novice;expert,8,16,42840,0,42840,42840,"{""expert"": {""aligned_len"": ""42840"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""1"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl"", ""role"": ""expert"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""045"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/045/expert.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""42841"", ""target_nan_count"": ""0"", ""target_valid_count"": ""42840"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv""}, ""novice"": {""aligned_len"": ""42840"", ""dataset"": ""noxi"", ""dropped_target_tail_frames"": ""1"", ""feature_set"": ""audio_egemaps"", ""included_streams"": ""audio.egemapsv2"", ""model_split"": ""train_internal"", ""n_features"": ""8"", ""normalizer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz"", ""reducer_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl"", ""role"": ""novice"", ""sample_rate_hz"": ""25.000"", ""session_id"": ""045"", ""source_tensor_relative_path"": ""processed/audio_egemaps_25hz/noxi/045/novice.audio_egemaps.25hz.npz"", ""stream_alignment_methods"": ""audio.egemapsv2:truncate_frame_count_close"", ""stream_dims"": ""88"", ""stream_source_rates"": ""25.000"", ""target_n_values"": ""42841"", ""target_nan_count"": ""0"", ""target_valid_count"": ""42840"", ""transform_method"": ""pca"", ""transform_scope"": ""role_specific"", ""transform_suffix"": ""pca8_by_role"", ""variance_path"": ""outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv""}}"
