dataset,session_id,role,model_split,feature_set,sample_rate_hz,tensor_relative_path,included_streams,stream_dims,stream_source_rates,stream_alignment_methods,n_features,aligned_len,target_n_values,target_valid_count,target_nan_count,dropped_target_tail_frames
noxi,069,novice,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/069/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,47863,47866,47863,0,3
noxi,070,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/070/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,26094,26097,26094,0,3
noxi,070,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/070/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,26094,26097,26094,0,3
noxi,072,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/072/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21749,21750,21749,0,1
noxi,072,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/072/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21749,21750,21749,0,1
noxi,073,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/073/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22531,22533,22531,0,2
noxi,073,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/073/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22532,22533,22532,0,1
noxi,077,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/077/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22598,22600,22598,0,2
noxi,077,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxi/077/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22598,22600,22598,0,2
noxij,086,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/086/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,17524,17546,17524,0,22
noxij,086,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/086/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,17524,17547,17524,0,23
noxij,101,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/101/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,29150,29164,29150,0,14
noxij,101,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/101/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,29150,29164,29150,0,14
noxij,102,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/102/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,25900,25917,25900,0,17
noxij,102,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/102/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,25900,25917,25900,0,17
noxij,103,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/103/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22450,22475,22450,0,25
noxij,103,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/103/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22450,22475,22450,0,25
noxij,104,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/104/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22075,22099,22075,0,24
noxij,104,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/104/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22075,22099,22075,0,24
noxij,105,expert,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/105/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,20625,20634,20625,0,9
noxij,105,novice,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/105/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,20625,20634,20625,0,9
noxij,106,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/106/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21875,21896,21875,0,21
noxij,106,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/106/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,21875,21896,21875,0,21
noxij,107,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/107/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16375,16382,16375,0,7
noxij,107,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/107/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16375,16382,16375,0,7
noxij,108,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/108/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16100,16106,16100,0,6
noxij,108,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/108/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16100,16106,16100,0,6
noxij,109,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/109/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,23150,23158,23150,0,8
noxij,109,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/109/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,23150,23158,23150,0,8
noxij,110,expert,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/110/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22150,22167,22150,0,17
noxij,110,novice,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/110/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,22150,22167,22150,0,17
noxij,111,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/111/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,26450,26456,26450,0,6
noxij,111,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/111/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,26450,26456,26450,0,6
noxij,112,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/112/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,17025,17041,17025,0,16
noxij,112,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/112/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,17025,17041,17025,0,16
noxij,113,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/113/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16175,16200,16175,0,25
noxij,113,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/113/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16175,16200,16175,0,25
noxij,114,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/114/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,23475,23482,23475,0,7
noxij,114,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/114/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,23475,23481,23475,0,6
noxij,115,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/115/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,17000,17006,17000,0,6
noxij,115,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/115/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,17000,17006,17000,0,6
noxij,116,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/116/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16250,16268,16250,0,18
noxij,116,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/116/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16250,16268,16250,0,18
noxij,117,expert,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/117/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,15625,15646,15625,0,21
noxij,117,novice,val_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/117/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,15625,15646,15625,0,21
noxij,118,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/118/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,19050,19068,19050,0,18
noxij,118,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/118/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,19050,19068,19050,0,18
noxij,119,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/119/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16450,16454,16450,0,4
noxij,119,novice,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/119/novice.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,16450,16454,16450,0,4
noxij,120,expert,train_internal,audio_egemaps,25.000,processed/audio_egemaps_25hz/noxij/120/expert.audio_egemaps.25hz.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,88,19500,19519,19500,0,19
