dataset,domain,source_split,model_split,session_id,window_idx,start_frame,end_frame,window_len,session_aligned_len,feature_set,purple_supervised,yellow_supervised,purple_tensor_relative_path,yellow_tensor_relative_path,n_features_per_role
pinsoro,CC,test-cc,test_internal,007,13,15600,18000,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,007,14,16800,19200,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,007,15,18000,20400,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,007,16,19200,21600,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,007,17,20400,22800,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,007,18,21600,24000,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,007,19,22800,25200,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,007,20,24000,26400,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,007,21,24730,27130,2400,27130,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/007/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,013,0,0,2400,2400,6919,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,013,1,1200,3600,2400,6919,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,013,2,2400,4800,2400,6919,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,013,3,3600,6000,2400,6919,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,013,4,4519,6919,2400,6919,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/013/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,0,0,2400,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,1,1200,3600,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,2,2400,4800,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,3,3600,6000,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,4,4800,7200,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,5,6000,8400,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,6,7200,9600,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,7,8400,10800,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,8,9600,12000,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,9,10800,13200,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,10,12000,14400,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,11,13200,15600,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,12,14400,16800,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,13,15600,18000,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,14,16800,19200,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,15,18000,20400,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,049,16,18188,20588,2400,20588,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/049/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,0,0,2400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,1,1200,3600,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,2,2400,4800,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,3,3600,6000,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,4,4800,7200,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,5,6000,8400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,6,7200,9600,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,7,8400,10800,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,8,9600,12000,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,9,10800,13200,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,10,12000,14400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,11,13200,15600,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,12,14400,16800,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,13,15600,18000,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,14,16800,19200,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,15,18000,20400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,16,19200,21600,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,17,20400,22800,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,18,21600,24000,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,19,22800,25200,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,20,24000,26400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,21,25200,27600,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,22,26400,28800,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,23,27600,30000,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,24,28800,31200,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,25,30000,32400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,26,31200,33600,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,27,32400,34800,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,28,33600,36000,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,29,34800,37200,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,30,36000,38400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,31,37200,39600,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,32,38400,40800,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,33,39600,42000,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,34,40800,43200,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,35,42000,44400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,36,43200,45600,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,37,44400,46800,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,38,45600,48000,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,39,46800,49200,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CC,test-cc,test_internal,052,40,48000,50400,2400,61342,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cc/052/yellow.audio_w2vbert2.raw.npz,1024
