dataset,domain,source_split,model_split,session_id,window_idx,start_frame,end_frame,window_len,session_aligned_len,feature_set,purple_supervised,yellow_supervised,purple_tensor_relative_path,yellow_tensor_relative_path,n_features_per_role
pinsoro,CR,test-cr,test_internal,016,10,12000,14400,2400,15233,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/016/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/016/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,016,11,12833,15233,2400,15233,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/016/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/016/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,021,0,0,2400,2400,6698,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,021,1,1200,3600,2400,6698,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,021,2,2400,4800,2400,6698,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,021,3,3600,6000,2400,6698,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,021,4,4298,6698,2400,6698,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/021/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,0,0,2400,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,1,1200,3600,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,2,2400,4800,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,3,3600,6000,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,4,4800,7200,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,5,6000,8400,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,6,7200,9600,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,7,8400,10800,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,8,9600,12000,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,9,10800,13200,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,10,12000,14400,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,11,13200,15600,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,12,14400,16800,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,13,15600,18000,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,14,16800,19200,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,15,18000,20400,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,16,19200,21600,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,17,20400,22800,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,18,21600,24000,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,19,22800,25200,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,20,24000,26400,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,21,25200,27600,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,22,26400,28800,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,23,27600,30000,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,24,28800,31200,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,25,30000,32400,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,26,31200,33600,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,27,32400,34800,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,28,33600,36000,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,29,34800,37200,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,025,30,35987,38387,2400,38387,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/025/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,0,0,2400,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,1,1200,3600,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,2,2400,4800,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,3,3600,6000,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,4,4800,7200,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,5,6000,8400,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,6,7200,9600,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,7,8400,10800,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,8,9600,12000,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,9,10800,13200,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,10,12000,14400,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,11,13200,15600,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,12,14400,16800,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,13,15600,18000,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,14,16800,19200,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,15,18000,20400,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,16,19200,21600,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,17,20400,22800,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,18,21600,24000,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,19,22800,25200,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,20,24000,26400,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,21,25200,27600,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,22,26400,28800,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,23,27600,30000,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,24,28800,31200,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,027,25,29747,32147,2400,32147,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/027/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,0,0,2400,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,1,1200,3600,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,2,2400,4800,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,3,3600,6000,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,4,4800,7200,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,5,6000,8400,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,6,7200,9600,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,7,8400,10800,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,8,9600,12000,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,9,10800,13200,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
pinsoro,CR,test-cr,test_internal,030,10,12000,14400,2400,45604,audio_w2vbert2,no,no,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/purple.audio_w2vbert2.raw.npz,MoE/moe_data/processed/domain_norm/audio_w2vbert2/test-cr/030/yellow.audio_w2vbert2.raw.npz,1024
